prefix,resource,entry-number,organisation,reference,entity
local-nature-reserve,,,government-organisation:PB202,TM146416,45250144
local-nature-reserve,,,government-organisation:PB202,SX064664,45250145
local-nature-reserve,,,government-organisation:PB202,SD865026,45250146
local-nature-reserve,,,government-organisation:PB202,SZ356948,45250147
local-nature-reserve,,,government-organisation:PB202,TQ192639,45250148
local-nature-reserve,,,government-organisation:PB202,NZ178855,45250149
local-nature-reserve,,,government-organisation:PB202,SD626062,45250150
local-nature-reserve,,,government-organisation:PB202,SZ127913,45250151
local-nature-reserve,,,government-organisation:PB202,SZ054940,45250152
local-nature-reserve,,,government-organisation:PB202,SX822767,45250153
local-nature-reserve,,,government-organisation:PB202,SK397868,45250154
local-nature-reserve,,,government-organisation:PB202,SJ841506,45250155
local-nature-reserve,,,government-organisation:PB202,TL472606,45250156
local-nature-reserve,,,government-organisation:PB202,SK503385,45250157
local-nature-reserve,,,government-organisation:PB202,TM126468,45250158
local-nature-reserve,,,government-organisation:PB202,TQ352634,45250159
local-nature-reserve,,,government-organisation:PB202,SU852065,45250160
local-nature-reserve,,,government-organisation:PB202,NZ301129,45250161
local-nature-reserve,,,government-organisation:PB202,SZ068900,45250162
local-nature-reserve,,,government-organisation:PB202,SU896800,45250163
local-nature-reserve,,,government-organisation:PB202,SK393398,45250164
local-nature-reserve,,,government-organisation:PB202,SK479598,45250165
local-nature-reserve,,,government-organisation:PB202,SJ859439,45250166
local-nature-reserve,,,government-organisation:PB202,NZ282161,45250167
local-nature-reserve,,,government-organisation:PB202,SK464488,45250168
local-nature-reserve,,,government-organisation:PB202,SK394748,45250169
local-nature-reserve,,,government-organisation:PB202,SE264416,45250170
local-nature-reserve,,,government-organisation:PB202,TQ215871,45250171
local-nature-reserve,,,government-organisation:PB202,SU938611,45250172
local-nature-reserve,,,government-organisation:PB202,SJ797651,45250173
local-nature-reserve,,,government-organisation:PB202,SE289127,45250174
local-nature-reserve,,,government-organisation:PB202,TG495074,45250175
local-nature-reserve,,,government-organisation:PB202,TL858285,45250176
local-nature-reserve,,,government-organisation:PB202,TM186404,45250177
local-nature-reserve,,,government-organisation:PB202,TQ762603,45250178
local-nature-reserve,,,government-organisation:PB202,NZ188862,45250179
local-nature-reserve,,,government-organisation:PB202,NZ406398,45250180
local-nature-reserve,,,government-organisation:PB202,TA242059,45250181
local-nature-reserve,,,government-organisation:PB202,SU847840,45250182
local-nature-reserve,,,government-organisation:PB202,SJ981991,45250183
local-nature-reserve,,,government-organisation:PB202,SP699344,45250184
local-nature-reserve,,,government-organisation:PB202,ST477694,45250185
local-nature-reserve,,,government-organisation:PB202,SS208058,45250186
local-nature-reserve,,,government-organisation:PB202,SX461598,45250187
local-nature-reserve,,,government-organisation:PB202,SK536468,45250188
local-nature-reserve,,,government-organisation:PB202,SU691143,45250189
local-nature-reserve,,,government-organisation:PB202,SU088087,45250190
local-nature-reserve,,,government-organisation:PB202,TM001259,45250191
local-nature-reserve,,,government-organisation:PB202,SO952882,45250192
local-nature-reserve,,,government-organisation:PB202,SO528409,45250193
local-nature-reserve,,,government-organisation:PB202,SO601363,45250194
local-nature-reserve,,,government-organisation:PB202,SZ009955,45250195
local-nature-reserve,,,government-organisation:PB202,TL866186,45250196
local-nature-reserve,,,government-organisation:PB202,SJ971186,45250197
local-nature-reserve,,,government-organisation:PB202,TL027514,45250198
local-nature-reserve,,,government-organisation:PB202,SO998810,45250199
local-nature-reserve,,,government-organisation:PB202,SU750060,45250200
local-nature-reserve,,,government-organisation:PB202,SJ330975,45250201
local-nature-reserve,,,government-organisation:PB202,TQ376762,45250202
local-nature-reserve,,,government-organisation:PB202,TM020424,45250203
local-nature-reserve,,,government-organisation:PB202,TM346914,45250204
local-nature-reserve,,,government-organisation:PB202,SJ340821,45250205
local-nature-reserve,,,government-organisation:PB202,SJ983572,45250206
local-nature-reserve,,,government-organisation:PB202,SJ562394,45250207
local-nature-reserve,,,government-organisation:PB202,TL024546,45250208
local-nature-reserve,,,government-organisation:PB202,SD680125,45250209
local-nature-reserve,,,government-organisation:PB202,SU804374,45250210
local-nature-reserve,,,government-organisation:PB202,SO916886,45250211
local-nature-reserve,,,government-organisation:PB202,SE880103,45250212
local-nature-reserve,,,government-organisation:PB202,TG320081,45250213
local-nature-reserve,,,government-organisation:PB202,SP820035,45250214
local-nature-reserve,,,government-organisation:PB202,SE674130,45250215
local-nature-reserve,,,government-organisation:PB202,SP449947,45250216
local-nature-reserve,,,government-organisation:PB202,SP578237,45250217
local-nature-reserve,,,government-organisation:PB202,SU735198,45250218
local-nature-reserve,,,government-organisation:PB202,SO808738,45250219
local-nature-reserve,,,government-organisation:PB202,TQ405733,45250220
local-nature-reserve,,,government-organisation:PB202,SU976175,45250221
local-nature-reserve,,,government-organisation:PB202,SJ314747,45250222
local-nature-reserve,,,government-organisation:PB202,TR149583,45250223
local-nature-reserve,,,government-organisation:PB202,ST789147,45250224
local-nature-reserve,,,government-organisation:PB202,NZ262260,45250225
local-nature-reserve,,,government-organisation:PB202,TL437548,45250226
local-nature-reserve,,,government-organisation:PB202,ST441650,45250227
local-nature-reserve,,,government-organisation:PB202,SU483023,45250228
local-nature-reserve,,,government-organisation:PB202,ST683579,45250229
local-nature-reserve,,,government-organisation:PB202,TQ299834,45250230
local-nature-reserve,,,government-organisation:PB202,SP313769,45250231
local-nature-reserve,,,government-organisation:PB202,SX471604,45250232
local-nature-reserve,,,government-organisation:PB202,ST717650,45250233
local-nature-reserve,,,government-organisation:PB202,NZ408323,45250234
local-nature-reserve,,,government-organisation:PB202,TQ238683,45250235
local-nature-reserve,,,government-organisation:PB202,TQ794841,45250236
local-nature-reserve,,,government-organisation:PB202,SP951035,45250237
local-nature-reserve,,,government-organisation:PB202,NZ197856,45250238
local-nature-reserve,,,government-organisation:PB202,SU844827,45250239
local-nature-reserve,,,government-organisation:PB202,SK402511,45250240
local-nature-reserve,,,government-organisation:PB202,SD986012,45250241
local-nature-reserve,,,government-organisation:PB202,SE152140,45250242
local-nature-reserve,,,government-organisation:PB202,TQ190634,45250243
local-nature-reserve,,,government-organisation:PB202,NZ279856,45250244
local-nature-reserve,,,government-organisation:PB202,NZ100635,45250245
local-nature-reserve,,,government-organisation:PB202,SK425881,45250246
local-nature-reserve,,,government-organisation:PB202,SE349139,45250247
local-nature-reserve,,,government-organisation:PB202,TQ463929,45250248
local-nature-reserve,,,government-organisation:PB202,ST245256,45250249
local-nature-reserve,,,government-organisation:PB202,SU657552,45250250
local-nature-reserve,,,government-organisation:PB202,TQ012459,45250251
local-nature-reserve,,,government-organisation:PB202,TQ032961,45250252
local-nature-reserve,,,government-organisation:PB202,SK600399,45250253
local-nature-reserve,,,government-organisation:PB202,NZ254509,45250254
local-nature-reserve,,,government-organisation:PB202,SJ417886,45250255
local-nature-reserve,,,government-organisation:PB202,TQ218779,45250256
local-nature-reserve,,,government-organisation:PB202,NZ249842,45250257
local-nature-reserve,,,government-organisation:PB202,SU701141,45250258
local-nature-reserve,,,government-organisation:PB202,SK014427,45250259
local-nature-reserve,,,government-organisation:PB202,TQ386440,45250260
local-nature-reserve,,,government-organisation:PB202,SK383390,45250261
local-nature-reserve,,,government-organisation:PB202,SJ939899,45250262
local-nature-reserve,,,government-organisation:PB202,TQ388216,45250263
local-nature-reserve,,,government-organisation:PB202,SU848923,45250264
local-nature-reserve,,,government-organisation:PB202,NZ181502,45250265
local-nature-reserve,,,government-organisation:PB202,ST338098,45250266
local-nature-reserve,,,government-organisation:PB202,NZ468231,45250267
local-nature-reserve,,,government-organisation:PB202,SS997036,45250268
local-nature-reserve,,,government-organisation:PB202,ST425618,45250269
local-nature-reserve,,,government-organisation:PB202,SK386300,45250270
local-nature-reserve,,,government-organisation:PB202,TL710079,45250271
local-nature-reserve,,,government-organisation:PB202,SO851530,45250272
local-nature-reserve,,,government-organisation:PB202,TQ243680,45250273
local-nature-reserve,,,government-organisation:PB202,TQ061662,45250274
local-nature-reserve,,,government-organisation:PB202,SD814122,45250275
local-nature-reserve,,,government-organisation:PB202,SU440128,45250276
local-nature-reserve,,,government-organisation:PB202,TQ036971,45250277
local-nature-reserve,,,government-organisation:PB202,SJ821918,45250278
local-nature-reserve,,,government-organisation:PB202,SK112113,45250279
local-nature-reserve,,,government-organisation:PB202,ST391706,45250280
local-nature-reserve,,,government-organisation:PB202,TL495045,45250281
local-nature-reserve,,,government-organisation:PB202,TM049570,45250282
local-nature-reserve,,,government-organisation:PB202,SX852720,45250283
local-nature-reserve,,,government-organisation:PB202,NZ131648,45250284
local-nature-reserve,,,government-organisation:PB202,NZ707180,45250285
local-nature-reserve,,,government-organisation:PB202,SU725771,45250286
local-nature-reserve,,,government-organisation:PB202,TQ160630,45250287
local-nature-reserve,,,government-organisation:PB202,SU547180,45250288
local-nature-reserve,,,government-organisation:PB202,SJ884993,45250289
local-nature-reserve,,,government-organisation:PB202,NZ388631,45250290
local-nature-reserve,,,government-organisation:PB202,SD819612,45250291
local-nature-reserve,,,government-organisation:PB202,TA331070,45250292
local-nature-reserve,,,government-organisation:PB202,TA306067,45250293
local-nature-reserve,,,government-organisation:PB202,SP075490,45250294
local-nature-reserve,,,government-organisation:PB202,SE597542,45250295
local-nature-reserve,,,government-organisation:PB202,SD774040,45250296
local-nature-reserve,,,government-organisation:PB202,SK541348,45250297
local-nature-reserve,,,government-organisation:PB202,SJ481853,45250298
local-nature-reserve,,,government-organisation:PB202,SJ515980,45250299
local-nature-reserve,,,government-organisation:PB202,SU180816,45250300
local-nature-reserve,,,government-organisation:PB202,SP492724,45250301
local-nature-reserve,,,government-organisation:PB202,SK640673,45250302
local-nature-reserve,,,government-organisation:PB202,SU945828,45250303
local-nature-reserve,,,government-organisation:PB202,SO954857,45250304
local-nature-reserve,,,government-organisation:PB202,SY993978,45250305
local-nature-reserve,,,government-organisation:PB202,SU026952,45250306
local-nature-reserve,,,government-organisation:PB202,SD978280,45250307
local-nature-reserve,,,government-organisation:PB202,TL473587,45250308
local-nature-reserve,,,government-organisation:PB202,SJ543939,45250309
local-nature-reserve,,,government-organisation:PB202,SK481478,45250310
local-nature-reserve,,,government-organisation:PB202,TM033224,45250311
local-nature-reserve,,,government-organisation:PB202,TQ265973,45250312
local-nature-reserve,,,government-organisation:PB202,NZ257347,45250313
local-nature-reserve,,,government-organisation:PB202,SD993010,45250314
local-nature-reserve,,,government-organisation:PB202,NZ325362,45250315
local-nature-reserve,,,government-organisation:PB202,SJ928432,45250316
local-nature-reserve,,,government-organisation:PB202,SU437297,45250317
local-nature-reserve,,,government-organisation:PB202,TL861295,45250318
local-nature-reserve,,,government-organisation:PB202,TL202056,45250319
local-nature-reserve,,,government-organisation:PB202,ST934874,45250320
local-nature-reserve,,,government-organisation:PB202,SY252921,45250321
local-nature-reserve,,,government-organisation:PB202,SX930743,45250322
local-nature-reserve,,,government-organisation:PB202,TQ216703,45250323
local-nature-reserve,,,government-organisation:PB202,SP732326,45250324
local-nature-reserve,,,government-organisation:PB202,TL028377,45250325
local-nature-reserve,,,government-organisation:PB202,SO889142,45250326
local-nature-reserve,,,government-organisation:PB202,SO571172,45250327
local-nature-reserve,,,government-organisation:PB202,TQ276915,45250328
local-nature-reserve,,,government-organisation:PB202,SO459940,45250329
local-nature-reserve,,,government-organisation:PB202,SJ520237,45250330
local-nature-reserve,,,government-organisation:PB202,SY999970,45250331
local-nature-reserve,,,government-organisation:PB202,SY993973,45250332
local-nature-reserve,,,government-organisation:PB202,ST923843,45250333
local-nature-reserve,,,government-organisation:PB202,TL039206,45250334
local-nature-reserve,,,government-organisation:PB202,SO914925,45250335
local-nature-reserve,,,government-organisation:PB202,NZ475253,45250336
local-nature-reserve,,,government-organisation:PB202,NY542309,45250337
local-nature-reserve,,,government-organisation:PB202,SP289738,45250338
local-nature-reserve,,,government-organisation:PB202,SJ780551,45250339
local-nature-reserve,,,government-organisation:PB202,TQ128728,45250340
local-nature-reserve,,,government-organisation:PB202,TQ774357,45250341
local-nature-reserve,,,government-organisation:PB202,NZ249487,45250342
local-nature-reserve,,,government-organisation:PB202,SE172186,45250343
local-nature-reserve,,,government-organisation:PB202,TG219056,45250344
local-nature-reserve,,,government-organisation:PB202,SU326376,45250345
local-nature-reserve,,,government-organisation:PB202,TA216697,45250346
local-nature-reserve,,,government-organisation:PB202,TL229169,45250347
local-nature-reserve,,,government-organisation:PB202,TQ102761,45250348
local-nature-reserve,,,government-organisation:PB202,TQ580875,45250349
local-nature-reserve,,,government-organisation:PB202,TQ570854,45250350
local-nature-reserve,,,government-organisation:PB202,TQ280681,45250351
local-nature-reserve,,,government-organisation:PB202,SP483212,45250352
local-nature-reserve,,,government-organisation:PB202,NZ301912,45250353
local-nature-reserve,,,government-organisation:PB202,SK324556,45250354
local-nature-reserve,,,government-organisation:PB202,TQ081948,45250355
local-nature-reserve,,,government-organisation:PB202,SJ412949,45250356
local-nature-reserve,,,government-organisation:PB202,TL736210,45250357
local-nature-reserve,,,government-organisation:PB202,SE127222,45250358
local-nature-reserve,,,government-organisation:PB202,SY644798,45250359
local-nature-reserve,,,government-organisation:PB202,SD745433,45250360
local-nature-reserve,,,government-organisation:PB202,NZ212620,45250361
local-nature-reserve,,,government-organisation:PB202,SK973686,45250362
local-nature-reserve,,,government-organisation:PB202,TQ493803,45250363
local-nature-reserve,,,government-organisation:PB202,NZ332374,45250364
local-nature-reserve,,,government-organisation:PB202,TQ529299,45250365
local-nature-reserve,,,government-organisation:PB202,SP787659,45250366
local-nature-reserve,,,government-organisation:PB202,SJ901335,45250367
local-nature-reserve,,,government-organisation:PB202,TQ245610,45250368
local-nature-reserve,,,government-organisation:PB202,SD643048,45250369
local-nature-reserve,,,government-organisation:PB202,TR179653,45250370
local-nature-reserve,,,government-organisation:PB202,SP701056,45250371
local-nature-reserve,,,government-organisation:PB202,TQ355721,45250372
local-nature-reserve,,,government-organisation:PB202,TQ500844,45250373
local-nature-reserve,,,government-organisation:PB202,SK459667,45250374
local-nature-reserve,,,government-organisation:PB202,SD684102,45250375
local-nature-reserve,,,government-organisation:PB202,TF212026,45250376
local-nature-reserve,,,government-organisation:PB202,SJ810045,45250377
local-nature-reserve,,,government-organisation:PB202,SJ558834,45250378
local-nature-reserve,,,government-organisation:PB202,SK211007,45250379
local-nature-reserve,,,government-organisation:PB202,TQ392720,45250380
local-nature-reserve,,,government-organisation:PB202,SK667864,45250381
local-nature-reserve,,,government-organisation:PB202,SU657538,45250382
local-nature-reserve,,,government-organisation:PB202,TQ470749,45250383
local-nature-reserve,,,government-organisation:PB202,SJ575826,45250384
local-nature-reserve,,,government-organisation:PB202,TQ791655,45250385
local-nature-reserve,,,government-organisation:PB202,NZ190864,45250386
local-nature-reserve,,,government-organisation:PB202,SX984792,45250387
local-nature-reserve,,,government-organisation:PB202,SU801341,45250388
local-nature-reserve,,,government-organisation:PB202,SE360068,45250389
local-nature-reserve,,,government-organisation:PB202,SX866699,45250390
local-nature-reserve,,,government-organisation:PB202,NZ159539,45250391
local-nature-reserve,,,government-organisation:PB202,SD860313,45250392
local-nature-reserve,,,government-organisation:PB202,NZ196649,45250393
local-nature-reserve,,,government-organisation:PB202,TQ235674,45250394
local-nature-reserve,,,government-organisation:PB202,SK788528,45250395
local-nature-reserve,,,government-organisation:PB202,TQ262632,45250396
local-nature-reserve,,,government-organisation:PB202,SU077084,45250397
local-nature-reserve,,,government-organisation:PB202,TQ715575,45250398
local-nature-reserve,,,government-organisation:PB202,SZ500915,45250399
local-nature-reserve,,,government-organisation:PB202,SU008596,45250400
local-nature-reserve,,,government-organisation:PB202,SD069955,45250401
local-nature-reserve,,,government-organisation:PB202,NZ287174,45250402
local-nature-reserve,,,government-organisation:PB202,SK348432,45250403
local-nature-reserve,,,government-organisation:PB202,TQ212763,45250404
local-nature-reserve,,,government-organisation:PB202,TQ337711,45250405
local-nature-reserve,,,government-organisation:PB202,SU641916,45250406
local-nature-reserve,,,government-organisation:PB202,TF231034,45250407
local-nature-reserve,,,government-organisation:PB202,SE445273,45250408
local-nature-reserve,,,government-organisation:PB202,SU989094,45250409
local-nature-reserve,,,government-organisation:PB202,TA010228,45250410
local-nature-reserve,,,government-organisation:PB202,SU849696,45250411
local-nature-reserve,,,government-organisation:PB202,SU685043,45250412
local-nature-reserve,,,government-organisation:PB202,SK769526,45250413
local-nature-reserve,,,government-organisation:PB202,TQ540681,45250414
local-nature-reserve,,,government-organisation:PB202,SE248325,45250415
local-nature-reserve,,,government-organisation:PB202,SP518403,45250416
local-nature-reserve,,,government-organisation:PB202,TG248286,45250417
local-nature-reserve,,,government-organisation:PB202,SU563181,45250418
local-nature-reserve,,,government-organisation:PB202,SK284572,45250419
local-nature-reserve,,,government-organisation:PB202,TG226025,45250420
local-nature-reserve,,,government-organisation:PB202,NZ221624,45250421
local-nature-reserve,,,government-organisation:PB202,SU757043,45250422
local-nature-reserve,,,government-organisation:PB202,TG190076,45250423
local-nature-reserve,,,government-organisation:PB202,TQ271487,45250424
local-nature-reserve,,,government-organisation:PB202,TQ509861,45250425
local-nature-reserve,,,government-organisation:PB202,NZ286765,45250426
local-nature-reserve,,,government-organisation:PB202,ST436305,45250427
local-nature-reserve,,,government-organisation:PB202,SE783300,45250428
local-nature-reserve,,,government-organisation:PB202,ST469775,45250429
local-nature-reserve,,,government-organisation:PB202,SD649046,45250430
local-nature-reserve,,,government-organisation:PB202,TG208050,45250431
local-nature-reserve,,,government-organisation:PB202,SU834628,45250432
local-nature-reserve,,,government-organisation:PB202,TQ195669,45250433
local-nature-reserve,,,government-organisation:PB202,TQ235423,45250434
local-nature-reserve,,,government-organisation:PB202,SX511568,45250435
local-nature-reserve,,,government-organisation:PB202,SY842880,45250436
local-nature-reserve,,,government-organisation:PB202,TQ202673,45250437
local-nature-reserve,,,government-organisation:PB202,SK381993,45250438
local-nature-reserve,,,government-organisation:PB202,SK402332,45250439
local-nature-reserve,,,government-organisation:PB202,SU805557,45250440
local-nature-reserve,,,government-organisation:PB202,SU904685,45250441
local-nature-reserve,,,government-organisation:PB202,SP348903,45250442
local-nature-reserve,,,government-organisation:PB202,TQ191602,45250443
local-nature-reserve,,,government-organisation:PB202,TQ132622,45250444
local-nature-reserve,,,government-organisation:PB202,SJ973914,45250445
local-nature-reserve,,,government-organisation:PB202,SX992817,45250446
local-nature-reserve,,,government-organisation:PB202,TQ660441,45250447
local-nature-reserve,,,government-organisation:PB202,SX508578,45250448
local-nature-reserve,,,government-organisation:PB202,SP031930,45250449
local-nature-reserve,,,government-organisation:PB202,SU961545,45250450
local-nature-reserve,,,government-organisation:PB202,SK486333,45250451
local-nature-reserve,,,government-organisation:PB202,SK286864,45250452
local-nature-reserve,,,government-organisation:PB202,TQ181821,45250453
local-nature-reserve,,,government-organisation:PB202,TQ811644,45250454
local-nature-reserve,,,government-organisation:PB202,TR093635,45250455
local-nature-reserve,,,government-organisation:PB202,SE161971,45250456
local-nature-reserve,,,government-organisation:PB202,ST517651,45250457
local-nature-reserve,,,government-organisation:PB202,TM088566,45250458
